,num_tokens,num_types,avg_word_length,char_count,ttr,cttr,herdan_c,simpson_div,yules_k,num_content_words,lexical_density,avg_polysemy,num_long_words,long_word_ratio,hapax_legomena,hapax_ratio,num_stopwords,stopword_ratio,noun_ratio,verb_ratio,adj_ratio,adv_ratio,entropy,top_word_freq,unique_bigram_approx
0,12,8,2.4166666666666665,29,0.6666666666666666,1.6329931618554523,0.8368288369533894,0.7777777777777777,1388.888888888889,7,0.5833333333333334,9.333333333333334,0,0.0,7,0.5833333333333334,5,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.0,0.0,2.617492461184755,5,11
1,28,20,3.7142857142857144,104,0.7142857142857143,2.6726124191242437,0.8990241338447976,0.9413265306122449,229.59183673469389,16,0.5714285714285714,12.181818181818182,0,0.0,13,0.4642857142857143,12,0.42857142857142855,0.39285714285714285,0.14285714285714285,0.10714285714285714,0.0,4.208966082694624,3,27
2,9,8,3.6666666666666665,33,0.8888888888888888,1.885618083164127,0.946394630357186,0.8641975308641976,246.91358024691357,4,0.4444444444444444,10.5,1,0.1111111111111111,7,0.7777777777777778,5,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0,0.0,2.94770277922009,2,8
3,28,20,3.8214285714285716,107,0.7142857142857143,2.6726124191242437,0.8990241338447976,0.9362244897959183,280.61224489795916,17,0.6071428571428571,8.727272727272727,1,0.03571428571428571,14,0.5,11,0.39285714285714285,0.42857142857142855,0.17857142857142858,0.03571428571428571,0.0,4.164497779200461,4,27
4,34,27,3.6176470588235294,123,0.7941176470588235,3.2742309379904952,0.9346284485087002,0.9584775086505191,121.10726643598616,17,0.5,8.75,4,0.11764705882352941,20,0.5882352941176471,17,0.5,0.3235294117647059,0.11764705882352941,0.058823529411764705,0.0,4.675698135367986,2,33
5,18,13,4.277777777777778,77,0.7222222222222222,2.1666666666666665,0.8874115761940965,0.8950617283950617,493.82716049382714,8,0.4444444444444444,11.0,3,0.16666666666666666,10,0.5555555555555556,10,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,3.503258334775645,4,17
6,19,14,3.736842105263158,71,0.7368421052631579,2.271099895830676,0.8962852850027022,0.8864265927977839,609.4182825484764,8,0.42105263157894735,11.875,1,0.05263157894736842,12,0.631578947368421,11,0.5789473684210527,0.3684210526315789,0.0,0.10526315789473684,0.05263157894736842,3.531630646367962,5,18
7,7,7,3.5714285714285716,25,1.0,1.8708286933869707,1.0,0.8571428571428572,0.0,4,0.5714285714285714,10.5,1,0.14285714285714285,7,1.0,3,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,2.807354922057604,1,6
8,7,7,3.857142857142857,27,1.0,1.8708286933869707,1.0,0.8571428571428572,0.0,4,0.5714285714285714,11.25,1,0.14285714285714285,7,1.0,3,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,2.807354922057604,1,6
9,7,7,3.5714285714285716,25,1.0,1.8708286933869707,1.0,0.8571428571428572,0.0,4,0.5714285714285714,10.5,1,0.14285714285714285,7,1.0,3,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,2.807354922057604,1,6
10,56,31,4.089285714285714,229,0.5535714285714286,2.929224665821511,0.8530899827681883,0.9521683673469388,299.7448979591837,30,0.5357142857142857,11.5,3,0.05357142857142857,19,0.3392857142857143,26,0.4642857142857143,0.30357142857142855,0.16071428571428573,0.08928571428571429,0.0,4.664959056860516,5,55
11,13,12,3.6923076923076925,48,0.9230769230769231,2.3533936216582085,0.9687936498860342,0.9112426035502958,118.34319526627219,5,0.38461538461538464,8.0,2,0.15384615384615385,11,0.8461538461538461,8,0.6153846153846154,0.3076923076923077,0.15384615384615385,0.0,0.0,3.5465935642949384,2,12
12,36,21,3.7777777777777777,136,0.5833333333333334,2.4748737341529163,0.8495901626335751,0.9429012345679012,293.2098765432099,18,0.5,9.3,0,0.0,10,0.2777777777777778,18,0.5,0.3611111111111111,0.1111111111111111,0.05555555555555555,0.027777777777777776,4.252715278979704,3,35
13,13,11,4.153846153846154,54,0.8461538461538461,2.1572774865200244,0.9348704159880586,0.8994082840236686,236.68639053254438,7,0.5384615384615384,18.571428571428573,1,0.07692307692307693,9,0.6923076923076923,6,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.0,3.3927474104487847,2,12
14,24,12,3.2083333333333335,77,0.5,1.7320508075688774,0.7818957080144684,0.875,833.3333333333334,12,0.5,15.666666666666666,0,0.0,8,0.3333333333333333,12,0.5,0.4583333333333333,0.041666666666666664,0.041666666666666664,0.0,3.251629167387823,4,23
15,43,27,4.372093023255814,188,0.627906976744186,2.911484876492837,0.8762726695270717,0.9486208761492698,281.2330989724175,30,0.6976744186046512,11.75,7,0.16279069767441862,19,0.4418604651162791,13,0.3023255813953488,0.3953488372093023,0.20930232558139536,0.023255813953488372,0.023255813953488372,4.518833359152008,4,42
16,11,10,3.1818181818181817,35,0.9090909090909091,2.1320071635561044,0.9602525677891275,0.8925619834710744,165.28925619834712,6,0.5454545454545454,15.166666666666666,0,0.0,9,0.8181818181818182,5,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.0,3.2776134368191165,2,10
17,44,34,4.4772727272727275,197,0.7727272727272727,3.624412178045377,0.9318667576827708,0.9659090909090909,113.63636363636364,25,0.5681818181818182,9.85,7,0.1590909090909091,25,0.5681818181818182,19,0.4318181818181818,0.36363636363636365,0.18181818181818182,0.022727272727272728,0.022727272727272728,4.987729629951762,3,43
18,23,19,3.869565217391304,89,0.8260869565217391,2.8013971669430457,0.9390669465144927,0.9376181474480152,189.0359168241966,14,0.6086956521739131,8.0,2,0.08695652173913043,16,0.6956521739130435,9,0.391304347826087,0.391304347826087,0.13043478260869565,0.13043478260869565,0.0,4.142914673354254,3,22
19,4,4,4.0,16,1.0,1.414213562373095,1.0,0.75,0.0,3,0.75,7.666666666666667,1,0.25,4,1.0,1,0.25,0.5,0.25,0.0,0.0,2.0,1,3
20,7,7,3.142857142857143,22,1.0,1.8708286933869707,1.0,0.8571428571428572,0.0,4,0.5714285714285714,12.75,0,0.0,7,1.0,3,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,2.807354922057604,1,6
21,36,19,4.055555555555555,146,0.5277777777777778,2.2391714737574007,0.8216613417522485,0.9274691358024691,447.5308641975309,19,0.5277777777777778,9.727272727272727,6,0.16666666666666666,10,0.2777777777777778,17,0.4722222222222222,0.3888888888888889,0.08333333333333333,0.08333333333333333,0.0,4.006749918638778,5,35
22,3,3,2.6666666666666665,8,1.0,1.2247448713915892,1.0,0.6666666666666667,0.0,2,0.6666666666666666,11.0,0,0.0,3,1.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.584962500721156,1,2
23,26,20,3.923076923076923,102,0.7692307692307693,2.773500981126146,0.9194731459286916,0.9408284023668639,207.10059171597632,11,0.4230769230769231,10.0,1,0.038461538461538464,15,0.5769230769230769,15,0.5769230769230769,0.3076923076923077,0.23076923076923078,0.038461538461538464,0.0,4.2098671219040344,3,25
24,14,12,4.214285714285714,59,0.8571428571428571,2.2677868380553634,0.9415887339401864,0.9081632653061225,204.08163265306123,8,0.5714285714285714,13.0,4,0.2857142857142857,10,0.7142857142857143,6,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,3.521640636343319,2,13
25,13,12,3.769230769230769,49,0.9230769230769231,2.3533936216582085,0.9687936498860342,0.9112426035502958,118.34319526627219,9,0.6923076923076923,15.444444444444445,1,0.07692307692307693,11,0.8461538461538461,4,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.0,3.5465935642949384,2,12
26,12,11,5.0,60,0.9166666666666666,2.2453655975512468,0.9649840459813438,0.9027777777777778,138.88888888888889,8,0.6666666666666666,7.5,4,0.3333333333333333,10,0.8333333333333334,4,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,3.418295834054489,2,11
27,10,9,4.1,41,0.9,2.0124611797498106,0.9542425094393249,0.8799999999999999,200.0,4,0.4,8.25,2,0.2,8,0.8,6,0.6,0.4,0.1,0.0,0.0,3.121928094887362,2,9
28,43,31,3.813953488372093,164,0.7209302325581395,3.342815969306591,0.9130030572308226,0.9605191995673337,162.24986479177934,23,0.5348837209302325,14.944444444444445,4,0.09302325581395349,22,0.5116279069767442,20,0.46511627906976744,0.32558139534883723,0.23255813953488372,0.023255813953488372,0.0,4.815458649899995,3,42
29,22,18,4.409090909090909,97,0.8181818181818182,2.7136021011998728,0.9350799290239028,0.9338842975206612,206.61157024793388,12,0.5454545454545454,8.416666666666666,5,0.22727272727272727,15,0.6818181818181818,10,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.13636363636363635,0.0,4.061482186720775,3,21
30,31,17,3.967741935483871,123,0.5483870967741935,2.1590021590032387,0.8250506409446556,0.9053069719042663,624.3496357960457,16,0.5161290322580645,9.5,1,0.03225806451612903,9,0.2903225806451613,15,0.4838709677419355,0.3225806451612903,0.16129032258064516,0.03225806451612903,0.03225806451612903,3.7797972150137555,7,30
31,9,6,5.555555555555555,50,0.6666666666666666,1.4142135623730951,0.8154648767857287,0.7407407407407407,1481.4814814814815,6,0.6666666666666666,9.0,4,0.4444444444444444,5,0.5555555555555556,3,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,0.0,2.2810361125534233,4,8
32,17,13,4.117647058823529,70,0.7647058823529411,2.2294816068526147,0.9053145831190337,0.8719723183391004,692.0415224913495,7,0.4117647058823529,9.857142857142858,3,0.17647058823529413,12,0.7058823529411765,10,0.5882352941176471,0.35294117647058826,0.0,0.11764705882352941,0.058823529411764705,3.4045428133422924,5,16
33,14,14,4.142857142857143,58,1.0,2.6457513110645903,1.0,0.9285714285714286,0.0,8,0.5714285714285714,12.5,3,0.21428571428571427,14,1.0,6,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.0,3.8073549220576055,1,13
34,29,21,4.0344827586206895,117,0.7241379310344828,2.7574350900541735,0.9041446286397867,0.9227110582639715,428.0618311533888,18,0.6206896551724138,13.636363636363637,3,0.10344827586206896,17,0.5862068965517241,11,0.3793103448275862,0.4827586206896552,0.10344827586206896,0.034482758620689655,0.0,4.116264615668023,6,28
35,37,20,4.486486486486487,166,0.5405405405405406,2.324952774876386,0.8296317850549692,0.9189189189189189,540.5405405405405,22,0.5945945945945946,9.666666666666666,5,0.13513513513513514,12,0.32432432432432434,15,0.40540540540540543,0.2702702702702703,0.21621621621621623,0.02702702702702703,0.02702702702702703,3.98887878566327,7,36
