,num_tokens,num_types,avg_word_length,char_count,ttr,cttr,herdan_c,simpson_div,yules_k,num_content_words,lexical_density,avg_polysemy,num_long_words,long_word_ratio,hapax_legomena,hapax_ratio,num_stopwords,stopword_ratio,noun_ratio,verb_ratio,adj_ratio,adv_ratio,entropy,top_word_freq,unique_bigram_approx
0,68,44,4.25,289,0.6470588235294118,3.7729688731351945,0.8968320236211828,0.9576124567474048,276.8166089965398,36,0.5294117647058824,10.518518518518519,13,0.19117647058823528,34,0.5,32,0.47058823529411764,0.22058823529411764,0.1323529411764706,0.17647058823529413,0.08823529411764706,5.085419231141259,9,67
1,63,44,4.396825396825397,277,0.6984126984126984,3.919831548048891,0.9133638859999382,0.9579239103048627,262.0307382212144,36,0.5714285714285714,7.481481481481482,10,0.15873015873015872,36,0.5714285714285714,27,0.42857142857142855,0.2698412698412698,0.09523809523809523,0.20634920634920634,0.09523809523809523,5.119516431161699,9,62
2,69,48,4.405797101449275,304,0.6956521739130435,4.086031347641994,0.9142899468175075,0.9615626969124134,239.44549464398236,39,0.5652173913043478,8.5,14,0.2028985507246377,40,0.5797101449275363,30,0.43478260869565216,0.21739130434782608,0.13043478260869565,0.18840579710144928,0.08695652173913043,5.238392572469358,9,68
3,65,47,4.492307692307692,292,0.7230769230769231,4.122172690743038,0.9223264045183607,0.96,246.15384615384616,38,0.5846153846153846,8.413793103448276,14,0.2153846153846154,40,0.6153846153846154,27,0.4153846153846154,0.2153846153846154,0.12307692307692308,0.23076923076923078,0.1076923076923077,5.21422435129029,9,64
4,62,44,4.5,279,0.7096774193548387,3.951316644589048,0.9169048741496011,0.9578563995837669,260.1456815816857,36,0.5806451612903226,6.518518518518518,13,0.20967741935483872,36,0.5806451612903226,26,0.41935483870967744,0.25806451612903225,0.11290322580645161,0.20967741935483872,0.0967741935483871,5.127031592400677,9,61
5,86,62,4.0813953488372094,351,0.7209302325581395,4.727455680310745,0.9265407725428976,0.9713358572201191,170.3623580313683,45,0.5232558139534884,7.25,13,0.1511627906976744,52,0.6046511627906976,41,0.47674418604651164,0.22093023255813954,0.1511627906976744,0.1744186046511628,0.06976744186046512,5.639651493170184,9,85
6,72,50,4.138888888888889,298,0.6944444444444444,4.166666666666667,0.9147365954132973,0.9645061728395061,216.0493827160494,39,0.5416666666666666,8.551724137931034,12,0.16666666666666666,40,0.5555555555555556,33,0.4583333333333333,0.2222222222222222,0.125,0.20833333333333334,0.1111111111111111,5.32556406367188,9,71
7,79,53,4.341772151898734,343,0.6708860759493671,4.216453606131369,0.9086484259814354,0.965870854029803,214.7091812209582,42,0.5316455696202531,8.090909090909092,15,0.189873417721519,43,0.5443037974683544,37,0.46835443037974683,0.22784810126582278,0.1518987341772152,0.17721518987341772,0.0759493670886076,5.3777235899989835,9,78
8,69,48,4.27536231884058,295,0.6956521739130435,4.086031347641994,0.9142899468175075,0.9628229363579079,226.8431001890359,38,0.5507246376811594,8.931034482758621,12,0.17391304347826086,38,0.5507246376811594,31,0.4492753623188406,0.2463768115942029,0.10144927536231885,0.2028985507246377,0.08695652173913043,5.267378079715735,9,68
9,62,42,4.661290322580645,289,0.6774193548387096,3.771711342562273,0.9056331269044761,0.95369406867846,301.7689906347555,35,0.5645161290322581,6.153846153846154,15,0.24193548387096775,35,0.5645161290322581,27,0.43548387096774194,0.22580645161290322,0.12903225806451613,0.20967741935483872,0.0967741935483871,5.004295455716212,9,61
