Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1,diagrams,correctness
94,0.8792724609375,0.00335693359375,0.7698994088680187,81.54,4.539330447987306,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.57324219],
       [0.        , 0.5949707 ],
       [0.        , 0.61010742],
       [0.        , 0.61376953],
       [0.        , 0.61572266],
       [0.        , 0.62719727],
       [0.        , 0.63354492],
       [0.        , 0.63476562],
       [0.        , 0.64233398],
       [0.        , 0.64526367],
       [0.        , 0.64599609],
       [0.        , 0.65600586],
       [0.        , 0.65869141],
       [0.        , 0.70825195],
       [0.        , 0.71289062],
       [0.        , 0.72290039],
       [0.        , 0.72631836],
       [0.        , 0.7331543 ],
       [0.        , 0.73608398],
       [0.        , 0.73876953],
       [0.        , 0.74267578],
       [0.        , 0.74365234],
       [0.        , 0.74755859],
       [0.        , 0.74975586],
       [0.        , 0.75      ],
       [0.        , 0.75134277],
       [0.        , 0.75219727],
       [0.        , 0.75708008],
       [0.        , 0.76086426],
       [0.        , 0.76220703],
       [0.        , 0.76708984],
       [0.        , 0.76745605],
       [0.        , 0.76904297],
       [0.        , 0.76928711],
       [0.        , 0.77038574],
       [0.        , 0.77587891],
       [0.        , 0.77600098],
       [0.        , 0.77758789],
       [0.        , 0.78234863],
       [0.        , 0.78356934],
       [0.        , 0.78369141],
       [0.        , 0.78491211],
       [0.        , 0.78649902],
       [0.        , 0.78649902],
       [0.        , 0.7869873 ],
       [0.        , 0.78771973],
       [0.        , 0.7878418 ],
       [0.        , 0.78869629],
       [0.        , 0.78869629],
       [0.        , 0.79040527],
       [0.        , 0.79052734],
       [0.        , 0.79089355],
       [0.        , 0.79101562],
       [0.        , 0.7911377 ],
       [0.        , 0.79174805],
       [0.        , 0.79296875],
       [0.        , 0.79455566],
       [0.        , 0.79528809],
       [0.        , 0.79675293],
       [0.        , 0.79736328],
       [0.        , 0.79772949],
       [0.        , 0.79858398],
       [0.        , 0.79870605],
       [0.        , 0.79870605],
       [0.        , 0.79919434],
       [0.        , 0.79968262],
       [0.        , 0.79992676],
       [0.        , 0.80407715],
       [0.        , 0.80432129],
       [0.        , 0.80505371],
       [0.        , 0.80773926],
       [0.        , 0.80822754],
       [0.        , 0.81188965],
       [0.        , 0.81213379],
       [0.        , 0.81359863],
       [0.        , 0.81616211],
       [0.        , 0.82263184],
       [0.        , 0.82287598],
       [0.        , 0.828125  ],
       [0.        , 0.82958984],
       [0.        , 0.83581543],
       [0.        , 0.83630371],
       [0.        , 0.8371582 ],
       [0.        , 0.83764648],
       [0.        , 0.83825684],
       [0.        , 0.84399414],
       [0.        , 0.84411621],
       [0.        , 0.84655762],
       [0.        , 0.84814453],
       [0.        , 0.84997559],
       [0.        , 0.86108398],
       [0.        , 0.8671875 ],
       [0.        , 0.87591553],
       [0.        , 0.87927246],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
46,0.854248046875,0.001220703125,0.7427553923233695,39.64,3.823322387210398,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.56079102],
       [0.        , 0.59716797],
       [0.        , 0.59960938],
       [0.        , 0.61547852],
       [0.        , 0.61645508],
       [0.        , 0.63623047],
       [0.        , 0.64550781],
       [0.        , 0.65576172],
       [0.        , 0.66870117],
       [0.        , 0.68212891],
       [0.        , 0.6862793 ],
       [0.        , 0.69335938],
       [0.        , 0.6965332 ],
       [0.        , 0.7109375 ],
       [0.        , 0.71484375],
       [0.        , 0.72290039],
       [0.        , 0.73071289],
       [0.        , 0.73291016],
       [0.        , 0.74023438],
       [0.        , 0.74145508],
       [0.        , 0.74389648],
       [0.        , 0.74755859],
       [0.        , 0.74853516],
       [0.        , 0.74926758],
       [0.        , 0.75158691],
       [0.        , 0.7545166 ],
       [0.        , 0.75610352],
       [0.        , 0.76574707],
       [0.        , 0.77490234],
       [0.        , 0.7833252 ],
       [0.        , 0.79003906],
       [0.        , 0.79455566],
       [0.        , 0.79516602],
       [0.        , 0.80627441],
       [0.        , 0.81103516],
       [0.        , 0.81237793],
       [0.        , 0.81396484],
       [0.        , 0.81689453],
       [0.        , 0.81970215],
       [0.        , 0.82189941],
       [0.        , 0.82373047],
       [0.        , 0.83508301],
       [0.        , 0.84606934],
       [0.        , 0.84924316],
       [0.        , 0.85302734],
       [0.        , 0.85424805],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
124,0.89434814453125,0.00054931640625,0.8023622574344758,110.2,4.816285247125775,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.55688477],
       [0.        , 0.57250977],
       [0.        , 0.60424805],
       [0.        , 0.62329102],
       [0.        , 0.62646484],
       [0.        , 0.62841797],
       [0.        , 0.66040039],
       [0.        , 0.67895508],
       [0.        , 0.68066406],
       [0.        , 0.68237305],
       [0.        , 0.6887207 ],
       [0.        , 0.69091797],
       [0.        , 0.69482422],
       [0.        , 0.70068359],
       [0.        , 0.70654297],
       [0.        , 0.70703125],
       [0.        , 0.70898438],
       [0.        , 0.71411133],
       [0.        , 0.71435547],
       [0.        , 0.72167969],
       [0.        , 0.72363281],
       [0.        , 0.72583008],
       [0.        , 0.72851562],
       [0.        , 0.7545166 ],
       [0.        , 0.76074219],
       [0.        , 0.76367188],
       [0.        , 0.76464844],
       [0.        , 0.76757812],
       [0.        , 0.77905273],
       [0.        , 0.78430176],
       [0.        , 0.78479004],
       [0.        , 0.78540039],
       [0.        , 0.78601074],
       [0.        , 0.78625488],
       [0.        , 0.79296875],
       [0.        , 0.79406738],
       [0.        , 0.79602051],
       [0.        , 0.79650879],
       [0.        , 0.79675293],
       [0.        , 0.7989502 ],
       [0.        , 0.80041504],
       [0.        , 0.8013916 ],
       [0.        , 0.80310059],
       [0.        , 0.80395508],
       [0.        , 0.80480957],
       [0.        , 0.80541992],
       [0.        , 0.80603027],
       [0.        , 0.80627441],
       [0.        , 0.8092041 ],
       [0.        , 0.81115723],
       [0.        , 0.81188965],
       [0.        , 0.81213379],
       [0.        , 0.8125    ],
       [0.        , 0.81262207],
       [0.        , 0.81274414],
       [0.        , 0.81433105],
       [0.        , 0.81604004],
       [0.        , 0.8170166 ],
       [0.        , 0.8190918 ],
       [0.        , 0.82006836],
       [0.        , 0.82043457],
       [0.        , 0.82189941],
       [0.        , 0.82434082],
       [0.        , 0.82629395],
       [0.        , 0.82702637],
       [0.        , 0.82824707],
       [0.        , 0.82958984],
       [0.        , 0.83032227],
       [0.        , 0.83093262],
       [0.        , 0.83215332],
       [0.        , 0.83300781],
       [0.        , 0.83422852],
       [0.        , 0.83508301],
       [0.        , 0.83691406],
       [0.        , 0.8371582 ],
       [0.        , 0.83728027],
       [0.        , 0.83776855],
       [0.        , 0.83813477],
       [0.        , 0.83850098],
       [0.        , 0.83874512],
       [0.        , 0.83886719],
       [0.        , 0.83972168],
       [0.        , 0.8404541 ],
       [0.        , 0.84143066],
       [0.        , 0.84265137],
       [0.        , 0.84375   ],
       [0.        , 0.84411621],
       [0.        , 0.84436035],
       [0.        , 0.84472656],
       [0.        , 0.84558105],
       [0.        , 0.84729004],
       [0.        , 0.84814453],
       [0.        , 0.84899902],
       [0.        , 0.84924316],
       [0.        , 0.84924316],
       [0.        , 0.84985352],
       [0.        , 0.85021973],
       [0.        , 0.85021973],
       [0.        , 0.85119629],
       [0.        , 0.85314941],
       [0.        , 0.85339355],
       [0.        , 0.85400391],
       [0.        , 0.85620117],
       [0.        , 0.85668945],
       [0.        , 0.85925293],
       [0.        , 0.859375  ],
       [0.        , 0.86096191],
       [0.        , 0.86328125],
       [0.        , 0.86560059],
       [0.        , 0.86682129],
       [0.        , 0.86730957],
       [0.        , 0.86755371],
       [0.        , 0.86853027],
       [0.        , 0.86975098],
       [0.        , 0.87365723],
       [0.        , 0.87451172],
       [0.        , 0.87530518],
       [0.        , 0.87579346],
       [0.        , 0.88000488],
       [0.        , 0.8862915 ],
       [0.        , 0.88830566],
       [0.        , 0.88842773],
       [0.        , 0.89379883],
       [0.        , 0.89434814],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",False
52,0.8602294921875,0.0076904296875,0.7350393442007211,44.1,3.9452045373283453,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.55078125],
       [0.        , 0.58276367],
       [0.        , 0.59912109],
       [0.        , 0.60766602],
       [0.        , 0.61108398],
       [0.        , 0.61914062],
       [0.        , 0.62133789],
       [0.        , 0.62939453],
       [0.        , 0.63574219],
       [0.        , 0.63696289],
       [0.        , 0.6394043 ],
       [0.        , 0.65185547],
       [0.        , 0.66308594],
       [0.        , 0.67358398],
       [0.        , 0.70581055],
       [0.        , 0.70776367],
       [0.        , 0.71289062],
       [0.        , 0.71655273],
       [0.        , 0.71826172],
       [0.        , 0.7253418 ],
       [0.        , 0.72851562],
       [0.        , 0.72851562],
       [0.        , 0.72998047],
       [0.        , 0.73925781],
       [0.        , 0.7421875 ],
       [0.        , 0.74291992],
       [0.        , 0.74487305],
       [0.        , 0.74536133],
       [0.        , 0.7487793 ],
       [0.        , 0.75183105],
       [0.        , 0.76635742],
       [0.        , 0.77050781],
       [0.        , 0.77062988],
       [0.        , 0.77368164],
       [0.        , 0.78857422],
       [0.        , 0.78942871],
       [0.        , 0.79211426],
       [0.        , 0.79614258],
       [0.        , 0.79650879],
       [0.        , 0.79748535],
       [0.        , 0.80187988],
       [0.        , 0.80859375],
       [0.        , 0.81054688],
       [0.        , 0.81408691],
       [0.        , 0.82556152],
       [0.        , 0.82580566],
       [0.        , 0.83557129],
       [0.        , 0.83984375],
       [0.        , 0.84631348],
       [0.        , 0.84887695],
       [0.        , 0.85253906],
       [0.        , 0.86022949],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
56,0.883056640625,0.0098876953125,0.7195717947823661,45.2,4.01714047773678,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.55664062],
       [0.        , 0.55859375],
       [0.        , 0.57080078],
       [0.        , 0.57983398],
       [0.        , 0.59399414],
       [0.        , 0.60766602],
       [0.        , 0.61669922],
       [0.        , 0.62329102],
       [0.        , 0.62573242],
       [0.        , 0.62719727],
       [0.        , 0.62841797],
       [0.        , 0.63183594],
       [0.        , 0.63964844],
       [0.        , 0.64282227],
       [0.        , 0.64331055],
       [0.        , 0.64746094],
       [0.        , 0.6496582 ],
       [0.        , 0.65258789],
       [0.        , 0.65454102],
       [0.        , 0.65820312],
       [0.        , 0.6640625 ],
       [0.        , 0.66674805],
       [0.        , 0.67089844],
       [0.        , 0.67529297],
       [0.        , 0.68798828],
       [0.        , 0.69921875],
       [0.        , 0.70141602],
       [0.        , 0.70727539],
       [0.        , 0.7175293 ],
       [0.        , 0.72509766],
       [0.        , 0.73291016],
       [0.        , 0.74023438],
       [0.        , 0.74902344],
       [0.        , 0.75488281],
       [0.        , 0.75891113],
       [0.        , 0.76159668],
       [0.        , 0.76330566],
       [0.        , 0.76391602],
       [0.        , 0.7668457 ],
       [0.        , 0.78564453],
       [0.        , 0.79553223],
       [0.        , 0.79772949],
       [0.        , 0.80810547],
       [0.        , 0.82287598],
       [0.        , 0.82568359],
       [0.        , 0.82763672],
       [0.        , 0.828125  ],
       [0.        , 0.83361816],
       [0.        , 0.83654785],
       [0.        , 0.84484863],
       [0.        , 0.84594727],
       [0.        , 0.8515625 ],
       [0.        , 0.85668945],
       [0.        , 0.86315918],
       [0.        , 0.87316895],
       [0.        , 0.88305664],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
87,0.88104248046875,0.00726318359375,0.7624715169270834,74.74,4.4607284245781305,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.52905273],
       [0.        , 0.57592773],
       [0.        , 0.58203125],
       [0.        , 0.59790039],
       [0.        , 0.60205078],
       [0.        , 0.62426758],
       [0.        , 0.63330078],
       [0.        , 0.640625  ],
       [0.        , 0.64794922],
       [0.        , 0.64819336],
       [0.        , 0.65917969],
       [0.        , 0.66381836],
       [0.        , 0.66577148],
       [0.        , 0.67089844],
       [0.        , 0.67260742],
       [0.        , 0.68505859],
       [0.        , 0.6862793 ],
       [0.        , 0.69067383],
       [0.        , 0.70776367],
       [0.        , 0.7109375 ],
       [0.        , 0.71386719],
       [0.        , 0.72460938],
       [0.        , 0.7253418 ],
       [0.        , 0.72583008],
       [0.        , 0.73730469],
       [0.        , 0.74438477],
       [0.        , 0.74609375],
       [0.        , 0.74780273],
       [0.        , 0.75134277],
       [0.        , 0.75415039],
       [0.        , 0.75561523],
       [0.        , 0.75585938],
       [0.        , 0.7644043 ],
       [0.        , 0.76672363],
       [0.        , 0.76831055],
       [0.        , 0.76928711],
       [0.        , 0.77160645],
       [0.        , 0.77233887],
       [0.        , 0.77392578],
       [0.        , 0.77392578],
       [0.        , 0.77661133],
       [0.        , 0.7833252 ],
       [0.        , 0.78417969],
       [0.        , 0.78625488],
       [0.        , 0.78625488],
       [0.        , 0.78662109],
       [0.        , 0.78918457],
       [0.        , 0.78955078],
       [0.        , 0.79040527],
       [0.        , 0.79089355],
       [0.        , 0.7923584 ],
       [0.        , 0.79260254],
       [0.        , 0.7935791 ],
       [0.        , 0.79504395],
       [0.        , 0.7956543 ],
       [0.        , 0.79711914],
       [0.        , 0.79833984],
       [0.        , 0.80456543],
       [0.        , 0.8067627 ],
       [0.        , 0.80822754],
       [0.        , 0.80957031],
       [0.        , 0.80993652],
       [0.        , 0.80993652],
       [0.        , 0.81115723],
       [0.        , 0.81164551],
       [0.        , 0.81201172],
       [0.        , 0.81225586],
       [0.        , 0.81384277],
       [0.        , 0.81555176],
       [0.        , 0.81726074],
       [0.        , 0.8190918 ],
       [0.        , 0.82128906],
       [0.        , 0.82177734],
       [0.        , 0.82739258],
       [0.        , 0.83630371],
       [0.        , 0.83630371],
       [0.        , 0.83752441],
       [0.        , 0.8503418 ],
       [0.        , 0.85571289],
       [0.        , 0.85656738],
       [0.        , 0.85766602],
       [0.        , 0.85913086],
       [0.        , 0.8605957 ],
       [0.        , 0.86499023],
       [0.        , 0.86779785],
       [0.        , 0.8737793 ],
       [0.        , 0.88104248],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
56,0.883544921875,0.0069580078125,0.7511335100446429,47.2,4.019942111910424,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.56005859],
       [0.        , 0.57861328],
       [0.        , 0.60986328],
       [0.        , 0.61206055],
       [0.        , 0.6237793 ],
       [0.        , 0.64379883],
       [0.        , 0.64624023],
       [0.        , 0.65258789],
       [0.        , 0.65576172],
       [0.        , 0.66455078],
       [0.        , 0.66845703],
       [0.        , 0.67138672],
       [0.        , 0.67431641],
       [0.        , 0.67993164],
       [0.        , 0.69628906],
       [0.        , 0.70922852],
       [0.        , 0.72802734],
       [0.        , 0.73413086],
       [0.        , 0.734375  ],
       [0.        , 0.73535156],
       [0.        , 0.74072266],
       [0.        , 0.74487305],
       [0.        , 0.74780273],
       [0.        , 0.74780273],
       [0.        , 0.75378418],
       [0.        , 0.75549316],
       [0.        , 0.75793457],
       [0.        , 0.76782227],
       [0.        , 0.76989746],
       [0.        , 0.77209473],
       [0.        , 0.78027344],
       [0.        , 0.78063965],
       [0.        , 0.78295898],
       [0.        , 0.78344727],
       [0.        , 0.78808594],
       [0.        , 0.7890625 ],
       [0.        , 0.79467773],
       [0.        , 0.79785156],
       [0.        , 0.79821777],
       [0.        , 0.80517578],
       [0.        , 0.80639648],
       [0.        , 0.80749512],
       [0.        , 0.81555176],
       [0.        , 0.81591797],
       [0.        , 0.81872559],
       [0.        , 0.82043457],
       [0.        , 0.82067871],
       [0.        , 0.82507324],
       [0.        , 0.82641602],
       [0.        , 0.82849121],
       [0.        , 0.83215332],
       [0.        , 0.8347168 ],
       [0.        , 0.84204102],
       [0.        , 0.87182617],
       [0.        , 0.87658691],
       [0.        , 0.88354492],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
70,0.88116455078125,0.01165771484375,0.730804443359375,57.66,4.241757411899767,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.5546875 ],
       [0.        , 0.59082031],
       [0.        , 0.59350586],
       [0.        , 0.59399414],
       [0.        , 0.60253906],
       [0.        , 0.60546875],
       [0.        , 0.60668945],
       [0.        , 0.62670898],
       [0.        , 0.63256836],
       [0.        , 0.6394043 ],
       [0.        , 0.64038086],
       [0.        , 0.64135742],
       [0.        , 0.64135742],
       [0.        , 0.64428711],
       [0.        , 0.65185547],
       [0.        , 0.65258789],
       [0.        , 0.65332031],
       [0.        , 0.65869141],
       [0.        , 0.66064453],
       [0.        , 0.66748047],
       [0.        , 0.66870117],
       [0.        , 0.67456055],
       [0.        , 0.67626953],
       [0.        , 0.67626953],
       [0.        , 0.68115234],
       [0.        , 0.68261719],
       [0.        , 0.68530273],
       [0.        , 0.69042969],
       [0.        , 0.70483398],
       [0.        , 0.70678711],
       [0.        , 0.70727539],
       [0.        , 0.72119141],
       [0.        , 0.72753906],
       [0.        , 0.73217773],
       [0.        , 0.73974609],
       [0.        , 0.74023438],
       [0.        , 0.7409668 ],
       [0.        , 0.74365234],
       [0.        , 0.74707031],
       [0.        , 0.74780273],
       [0.        , 0.75244141],
       [0.        , 0.75549316],
       [0.        , 0.76049805],
       [0.        , 0.76647949],
       [0.        , 0.77661133],
       [0.        , 0.77807617],
       [0.        , 0.77807617],
       [0.        , 0.77905273],
       [0.        , 0.78210449],
       [0.        , 0.78283691],
       [0.        , 0.78540039],
       [0.        , 0.78979492],
       [0.        , 0.79370117],
       [0.        , 0.81140137],
       [0.        , 0.81274414],
       [0.        , 0.81518555],
       [0.        , 0.81530762],
       [0.        , 0.82568359],
       [0.        , 0.82617188],
       [0.        , 0.82849121],
       [0.        , 0.83789062],
       [0.        , 0.84765625],
       [0.        , 0.85070801],
       [0.        , 0.85119629],
       [0.        , 0.85925293],
       [0.        , 0.86157227],
       [0.        , 0.86425781],
       [0.        , 0.86462402],
       [0.        , 0.86950684],
       [0.        , 0.88116455],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",True
193,0.90911865234375,0.01153564453125,0.7500439579622733,157.92,5.258240451422875,1,0.003387451171875,0.003387451171875,0.003387451171875,0.98,-0.0,"[array([[0.        , 0.55102539],
       [0.        , 0.57666016],
       [0.        , 0.60595703],
       [0.        , 0.609375  ],
       [0.        , 0.61254883],
       [0.        , 0.61376953],
       [0.        , 0.61425781],
       [0.        , 0.61450195],
       [0.        , 0.61694336],
       [0.        , 0.62036133],
       [0.        , 0.62548828],
       [0.        , 0.62646484],
       [0.        , 0.63110352],
       [0.        , 0.6328125 ],
       [0.        , 0.64038086],
       [0.        , 0.64233398],
       [0.        , 0.64331055],
       [0.        , 0.64453125],
       [0.        , 0.64501953],
       [0.        , 0.64648438],
       [0.        , 0.65039062],
       [0.        , 0.65698242],
       [0.        , 0.65722656],
       [0.        , 0.65795898],
       [0.        , 0.66015625],
       [0.        , 0.66137695],
       [0.        , 0.66210938],
       [0.        , 0.66210938],
       [0.        , 0.66235352],
       [0.        , 0.66308594],
       [0.        , 0.66455078],
       [0.        , 0.66796875],
       [0.        , 0.67285156],
       [0.        , 0.67724609],
       [0.        , 0.68139648],
       [0.        , 0.68286133],
       [0.        , 0.68383789],
       [0.        , 0.68652344],
       [0.        , 0.68774414],
       [0.        , 0.69140625],
       [0.        , 0.69238281],
       [0.        , 0.69628906],
       [0.        , 0.69628906],
       [0.        , 0.69628906],
       [0.        , 0.69628906],
       [0.        , 0.69824219],
       [0.        , 0.69946289],
       [0.        , 0.69970703],
       [0.        , 0.70141602],
       [0.        , 0.703125  ],
       [0.        , 0.70458984],
       [0.        , 0.7109375 ],
       [0.        , 0.71166992],
       [0.        , 0.71484375],
       [0.        , 0.71801758],
       [0.        , 0.71801758],
       [0.        , 0.71826172],
       [0.        , 0.71899414],
       [0.        , 0.72021484],
       [0.        , 0.72045898],
       [0.        , 0.72094727],
       [0.        , 0.72119141],
       [0.        , 0.72167969],
       [0.        , 0.72192383],
       [0.        , 0.72387695],
       [0.        , 0.72412109],
       [0.        , 0.72436523],
       [0.        , 0.72485352],
       [0.        , 0.72509766],
       [0.        , 0.72558594],
       [0.        , 0.72607422],
       [0.        , 0.72729492],
       [0.        , 0.72753906],
       [0.        , 0.73120117],
       [0.        , 0.73242188],
       [0.        , 0.73242188],
       [0.        , 0.734375  ],
       [0.        , 0.734375  ],
       [0.        , 0.7355957 ],
       [0.        , 0.73608398],
       [0.        , 0.73730469],
       [0.        , 0.73730469],
       [0.        , 0.73779297],
       [0.        , 0.74047852],
       [0.        , 0.74145508],
       [0.        , 0.74365234],
       [0.        , 0.74414062],
       [0.        , 0.74438477],
       [0.        , 0.74560547],
       [0.        , 0.74584961],
       [0.        , 0.74609375],
       [0.        , 0.7487793 ],
       [0.        , 0.74902344],
       [0.        , 0.75061035],
       [0.        , 0.75268555],
       [0.        , 0.75341797],
       [0.        , 0.75341797],
       [0.        , 0.75585938],
       [0.        , 0.75939941],
       [0.        , 0.76037598],
       [0.        , 0.76184082],
       [0.        , 0.76623535],
       [0.        , 0.76635742],
       [0.        , 0.76806641],
       [0.        , 0.76879883],
       [0.        , 0.77050781],
       [0.        , 0.77124023],
       [0.        , 0.77209473],
       [0.        , 0.77209473],
       [0.        , 0.77490234],
       [0.        , 0.77502441],
       [0.        , 0.77661133],
       [0.        , 0.77661133],
       [0.        , 0.77770996],
       [0.        , 0.77807617],
       [0.        , 0.77905273],
       [0.        , 0.78198242],
       [0.        , 0.78601074],
       [0.        , 0.78625488],
       [0.        , 0.78723145],
       [0.        , 0.78723145],
       [0.        , 0.78771973],
       [0.        , 0.78918457],
       [0.        , 0.78942871],
       [0.        , 0.78942871],
       [0.        , 0.78955078],
       [0.        , 0.79003906],
       [0.        , 0.79101562],
       [0.        , 0.7911377 ],
       [0.        , 0.7923584 ],
       [0.        , 0.79248047],
       [0.        , 0.79370117],
       [0.        , 0.79406738],
       [0.        , 0.79467773],
       [0.        , 0.79541016],
       [0.        , 0.79638672],
       [0.        , 0.79724121],
       [0.        , 0.79797363],
       [0.        , 0.79919434],
       [0.        , 0.79919434],
       [0.        , 0.79943848],
       [0.        , 0.80053711],
       [0.        , 0.80310059],
       [0.        , 0.80480957],
       [0.        , 0.80480957],
       [0.        , 0.80493164],
       [0.        , 0.80627441],
       [0.        , 0.80651855],
       [0.        , 0.80688477],
       [0.        , 0.80688477],
       [0.        , 0.80700684],
       [0.        , 0.80712891],
       [0.        , 0.80786133],
       [0.        , 0.80883789],
       [0.        , 0.81079102],
       [0.        , 0.81140137],
       [0.        , 0.81494141],
       [0.        , 0.81494141],
       [0.        , 0.81604004],
       [0.        , 0.81616211],
       [0.        , 0.81652832],
       [0.        , 0.81860352],
       [0.        , 0.81921387],
       [0.        , 0.8203125 ],
       [0.        , 0.82067871],
       [0.        , 0.82141113],
       [0.        , 0.8215332 ],
       [0.        , 0.82312012],
       [0.        , 0.82348633],
       [0.        , 0.82421875],
       [0.        , 0.82446289],
       [0.        , 0.82446289],
       [0.        , 0.82543945],
       [0.        , 0.82739258],
       [0.        , 0.83007812],
       [0.        , 0.83056641],
       [0.        , 0.83129883],
       [0.        , 0.83154297],
       [0.        , 0.83618164],
       [0.        , 0.83691406],
       [0.        , 0.84082031],
       [0.        , 0.84301758],
       [0.        , 0.84545898],
       [0.        , 0.85009766],
       [0.        , 0.8503418 ],
       [0.        , 0.85375977],
       [0.        , 0.86022949],
       [0.        , 0.87939453],
       [0.        , 0.8861084 ],
       [0.        , 0.88830566],
       [0.        , 0.89575195],
       [0.        , 0.89758301],
       [0.        , 0.90911865],
       [0.        ,        inf]]), array([[0.96276855, 0.96615601]])]",True
98,0.8857421875,0.00616455078125,0.7590525101642219,83.28,4.580718418902289,0,0.0,0.0,0.0,0.0,0.0,"[array([[0.        , 0.5546875 ],
       [0.        , 0.56420898],
       [0.        , 0.58276367],
       [0.        , 0.59130859],
       [0.        , 0.60839844],
       [0.        , 0.62670898],
       [0.        , 0.62963867],
       [0.        , 0.63500977],
       [0.        , 0.64526367],
       [0.        , 0.64648438],
       [0.        , 0.66040039],
       [0.        , 0.66137695],
       [0.        , 0.67211914],
       [0.        , 0.67480469],
       [0.        , 0.69433594],
       [0.        , 0.70043945],
       [0.        , 0.7043457 ],
       [0.        , 0.71264648],
       [0.        , 0.71557617],
       [0.        , 0.71777344],
       [0.        , 0.71850586],
       [0.        , 0.72436523],
       [0.        , 0.72973633],
       [0.        , 0.72998047],
       [0.        , 0.73193359],
       [0.        , 0.73364258],
       [0.        , 0.73803711],
       [0.        , 0.74072266],
       [0.        , 0.74145508],
       [0.        , 0.7421875 ],
       [0.        , 0.74609375],
       [0.        , 0.74755859],
       [0.        , 0.75      ],
       [0.        , 0.75305176],
       [0.        , 0.7545166 ],
       [0.        , 0.75463867],
       [0.        , 0.7565918 ],
       [0.        , 0.75708008],
       [0.        , 0.75817871],
       [0.        , 0.76147461],
       [0.        , 0.76159668],
       [0.        , 0.76257324],
       [0.        , 0.76379395],
       [0.        , 0.76428223],
       [0.        , 0.76464844],
       [0.        , 0.76525879],
       [0.        , 0.76623535],
       [0.        , 0.76721191],
       [0.        , 0.76733398],
       [0.        , 0.76879883],
       [0.        , 0.77050781],
       [0.        , 0.77062988],
       [0.        , 0.77246094],
       [0.        , 0.77331543],
       [0.        , 0.77392578],
       [0.        , 0.77453613],
       [0.        , 0.77478027],
       [0.        , 0.77734375],
       [0.        , 0.77819824],
       [0.        , 0.77966309],
       [0.        , 0.78161621],
       [0.        , 0.78417969],
       [0.        , 0.78503418],
       [0.        , 0.7869873 ],
       [0.        , 0.78845215],
       [0.        , 0.7923584 ],
       [0.        , 0.79333496],
       [0.        , 0.79418945],
       [0.        , 0.7956543 ],
       [0.        , 0.79907227],
       [0.        , 0.79919434],
       [0.        , 0.79931641],
       [0.        , 0.80004883],
       [0.        , 0.80175781],
       [0.        , 0.80297852],
       [0.        , 0.80578613],
       [0.        , 0.80651855],
       [0.        , 0.81054688],
       [0.        , 0.8125    ],
       [0.        , 0.81298828],
       [0.        , 0.81506348],
       [0.        , 0.81933594],
       [0.        , 0.82092285],
       [0.        , 0.82165527],
       [0.        , 0.82189941],
       [0.        , 0.82495117],
       [0.        , 0.82739258],
       [0.        , 0.83166504],
       [0.        , 0.83337402],
       [0.        , 0.83972168],
       [0.        , 0.84069824],
       [0.        , 0.84362793],
       [0.        , 0.85620117],
       [0.        , 0.85961914],
       [0.        , 0.87243652],
       [0.        , 0.87561035],
       [0.        , 0.87957764],
       [0.        , 0.88574219],
       [0.        ,        inf]]), array([], shape=(0, 2), dtype=float64)]",False
